pf.txt	Playa fina				
Muestreo=	4				
Prof. Via1	0.13				
Prof. Via2	0.293				
Prof. Via3	0.455				
Prof. Via4	0.78				
PRES	DIAM	VIA1	VIA2	VIA3	VIA4
115468.4	2.020675	-7.634	-16.732	-16.732	-13.464
115337	2.020224	-8.366	-15.634	-15.634	-13.098
115206.2	2.019966	-7.268	-13.802	-13.802	-12
115140.8	2.019342	-6.902	-12.704	-12.704	-11.634
114977.9	2.018731	-6.536	-11.24	-11.24	-11.268
114831.4	2.018132	-6.17	-10.14	-10.14	-10.536
114562.9	2.017397	-5.436	-9.408	-9.408	-9.802
114363.5	2.016491	-5.07	-7.578	-7.578	-9.07
114133.7	2.015675	-3.972	-6.844	-6.844	-8.338
113823.5	2.014696	-3.24	-5.38	-5.38	-7.24
113668.4	2.013668	-2.506	-5.014	-5.014	-6.506
113200.3	2.012498	-1.774	-3.548	-3.548	-5.408
112901.2	2.011396	-2.14	-2.45	-2.45	-3.944
112556.3	2.010061	-0.31	-1.352	-1.352	-3.212
112188.7	2.006019	0.4228	-0.254	-0.254	-1.014
111809.6	2.003997	1.1552	0.4794	0.4794	0.085
111359.7	2.003157	1.1552	1.9444	1.9444	1.1836
111264.9	2.00201	1.1552	3.043	3.043	3.0146
110696.8	1.99887	2.254	3.7754	3.7754	4.1132
110152.4	1.99727	1.8876	4.5078	4.5078	5.9444
109684.9	1.996368	1.8876	5.6064	5.6064	6.3106
109190.9	1.995311	1.8876	6.3388	6.3388	7.043
108683.5	1.994311	0.4228	7.0712	7.0712	7.4092
108234.5	1.993117	-0.31	7.0712	7.0712	7.4092
107684.6	1.991798	-0.31	6.705	6.705	7.4092
107279.5	1.990464	0.789	6.705	6.705	7.043
106946.7	1.989116	2.254	7.0712	7.0712	7.043
106454.9	1.987756	3.3526	6.705	6.705	7.043
105948.6	1.986287	4.8174	5.9726	5.9726	7.043
105500.2	1.984916	5.5498	5.2402	5.2402	6.6768
105080.8	1.983437	5.916	4.874	4.874	5.9444
104675.8	1.982008	5.5498	4.5078	4.5078	5.212
104343.1	1.980379	5.5498	4.1416	4.1416	4.4794
103981.5	1.978962	5.1836	3.4092	3.4092	4.1132
103670.5	1.977442	5.1836	3.4092	3.4092	2.6484
103710.3	1.976024	5.1836	3.4092	3.4092	1.916
104250.9	1.974504	5.1836	3.043	3.043	1.1836
104651.4	1.973038	4.8174	3.043	3.043	0.4512
104330.9	1.971571	4.085	2.3106	2.3106	0.085
103715.1	1.970153	3.7188	1.9444	1.9444	-1.014
103537.3	1.968632	2.9864	1.9444	1.9444	-1.38
103253.2	1.967018	2.254	1.212	1.212	-1.746
102915.9	1.964929	2.254	0.1132	0.1132	-1.746
102617	1.962069	2.254	-0.254	-0.254	-2.112
102337.4	1.960425	2.254	-0.254	-0.254	-2.478
102067.4	1.958897	2.254	0.1132	0.1132	-3.212
101802.3	1.957375	2.254	0.1132	0.1132	-3.578
101539.5	1.95576	1.5214	-0.62	-0.62	-4.31
101343	1.954111	0.789	-1.352	-1.352	-5.042
101049.6	1.952284	0.4228	-2.084	-2.084	-5.408
100902.8	1.950541	0.4228	-2.816	-2.816	-5.042
100959.6	1.94863	0.4228	-3.548	-3.548	-4.676
101443.6	1.947008	0.0566	-4.282	-4.282	-4.31
102531.8	1.945548	0.0566	-3.916	-3.916	-4.31
104182.3	1.944528	0.0566	-3.548	-3.548	-5.042
106179.2	1.943904	0.4228	-3.548	-3.548	-4.31
108479.4	1.944077	0.4228	-3.182	-3.182	-4.31
111061.4	1.945115	0.789	-2.45	-2.45	-3.578
113654.2	1.946979	0.789	-0.986	-0.986	-2.112
116317.4	1.949637	2.6202	1.212	1.212	0.085
118885.7	1.952911	4.8174	4.1416	4.1416	2.6484
121211.3	1.956837	6.2822	7.0712	7.0712	5.5782
123545.6	1.961105	8.4794	11.4658	11.4658	10.3388
125689.1	1.965828	11.043	14.7618	14.7618	15.0996
127607	1.970911	14.705	18.4238	18.4238	19.8604
129477.2	1.976221	17.2686	21.3536	21.3536	24.2548
131193.3	1.981587	20.5644	23.5508	23.5508	28.2832
132767.4	1.987201	23.4942	25.748	25.748	31.5792
134205.2	1.992694	25.3252	26.8466	26.8466	34.5088
135510	1.998177	26.0576	28.3116	28.3116	37.0722
136748.2	2.003455	26.79	29.7764	29.7764	39.6358
137757.8	2.005657	27.1562	31.9736	31.9736	40.7344
138718.2	2.008766	28.2548	35.2696	35.2696	41.4668
139523.8	2.014111	27.8886	37.1006	37.1006	42.9316
140382.2	2.019264	28.2548	38.5654	38.5654	44.0302
140941.7	2.021943	28.621	39.664	39.664	45.8614
141677	2.025334	29.7198	41.4952	41.4952	46.96
142239.9	2.030002	32.2832	42.2276	42.2276	48.791
142716.6	2.034399	33.3818	42.5938	42.5938	50.2558
142889.9	2.037328	34.8466	42.5938	42.5938	51.3544
142846.4	2.0406	35.5792	43.3262	43.3262	52.087
142824.6	2.044231	35.9454	43.3262	43.3262	51.7208
142227.9	2.047597	35.9454	43.6924	43.6924	51.3544
141799.5	2.050529	35.9454	43.6924	43.6924	51.3544
140934.2	2.053216	34.4804	43.6924	43.6924	51.3544
139915.9	2.055341	33.3818	44.0586	44.0586	51.7208
138495.5	2.0574	31.917	44.4248	44.4248	52.087
136809	2.058763	30.8184	44.4248	44.4248	52.4532
134794.2	2.059795	28.9874	44.0586	44.0586	51.7208
132419.9	2.060184	27.5224	42.5938	42.5938	50.622
130061.2	2.060191	26.4238	42.2276	42.2276	49.1572
127710.2	2.059463	26.0576	40.3964	40.3964	46.96
126144.2	2.058122	25.3252	38.1992	38.1992	42.9316
125816.8	2.05618	23.128	34.9034	34.9034	38.1708
126304	2.054139	20.9306	31.6074	31.6074	33.044
126677.8	2.052203	17.6348	27.2128	27.2128	27.1846
126409.1	2.04767	14.705	22.4522	22.4522	21.6914
125949.3	2.046479	12.5078	17.3252	17.3252	17.663
125524.1	2.046142	9.9444	12.1982	12.1982	14.7334
124986.1	2.045203	8.8458	8.9024	8.9024	12.9024
124326.5	2.041467	8.1132	6.3388	6.3388	10.705
123866.6	2.039917	7.747	4.5078	4.5078	8.5078
123571.5	2.03911	7.0146	2.6768	2.6768	5.5782
123228.7	2.038188	6.2822	0.8458	0.8458	2.6484
122862.1	2.036182	5.5498	0.4794	0.4794	-1.014
122418.4	2.035259	4.4512	-0.254	-0.254	-3.578
122131.5	2.034526	3.3526	-0.254	-0.254	-6.874
121857.8	2.034013	2.254	-1.352	-1.352	-9.436
121525.7	2.033502	0.789	-1.718	-1.718	-12.366
121229.5	2.0327	-0.31	-2.084	-2.084	-14.564
120951.2	2.031831	-1.408	-2.816	-2.816	-16.028
120616.8	2.031049	-1.774	-4.648	-4.648	-17.86
120384.5	2.030198	-2.874	-6.478	-6.478	-18.958
120138.2	2.029432	-3.972	-8.31	-8.31	-20.79
119950	2.028645	-5.436	-9.774	-9.774	-22.254
119660.6	2.02779	-6.17	-11.24	-11.24	-24.084
119450.8	2.02702	-6.902	-13.07	-13.07	-25.916
119150.6	2.026229	-7.268	-14.536	-14.536	-27.748
119000.6	2.025419	-8.366	-15.634	-15.634	-29.944
118730.3	2.024592	-9.464	-16.732	-16.732	-32.142
118464.9	2.023897	-9.832	-18.198	-18.198	-33.972
118267.2	2.023125	-10.198	-18.93	-18.93	-35.438
118038.1	2.022429	-10.93	-19.296	-19.296	-36.536
117858.5	2.021657	-11.296	-18.93	-18.93	-36.902
117638.5	2.019786	-11.662	-18.93	-18.93	-36.902
117398.4	2.016583	-10.564	-19.296	-19.296	-36.17
117213.2	2.016003	-10.198	-19.296	-19.296	-35.438
117055.5	2.015873	-9.098	-19.296	-19.296	-33.972
116976.7	2.014874	-8.366	-19.662	-19.662	-32.142
116807.1	2.013192	-7.634	-19.662	-19.662	-30.676
116657.2	2.013049	-6.17	-19.662	-19.662	-28.846
116387	2.012773	-5.436	-19.296	-19.296	-28.114
116056.6	2.011987	-4.704	-18.93	-18.93	-27.38
115826.4	2.010887	-4.338	-17.464	-17.464	-26.282
115516	2.010387	-3.606	-16.732	-16.732	-25.184
115100.4	2.009936	-2.874	-15.268	-15.268	-24.084
114697.4	2.009923	-2.506	-13.07	-13.07	-21.888
114235.5	2.010205	-2.874	-10.874	-10.874	-19.69
113939.5	2.009185	-4.338	-8.31	-8.31	-16.76
113466	2.00817	-4.338	-6.478	-6.478	-13.464
113164.2	2.006962	-4.338	-5.014	-5.014	-11.268
112687.9	2.005923	-2.874	-2.816	-2.816	-8.338
112189.3	2.004499	-1.774	-1.352	-1.352	-6.506
111744.8	2.003364	0.0566	-0.254	-0.254	-3.944
111327.3	2.002049	1.5214	0.1132	0.1132	-2.478
110858.2	2.000718	2.6202	0.8458	0.8458	-0.648
110298.2	1.999422	3.3526	1.9444	1.9444	0.4512
109822.9	1.998109	4.4512	2.6768	2.6768	1.1836
109324.9	1.996683	5.1836	3.043	3.043	2.2822
108750.5	1.993194	5.1836	3.7754	3.7754	2.6484
108268	1.990643	5.5498	4.1416	4.1416	3.0146
107766.4	1.989424	5.916	4.874	4.874	3.747
107255.3	1.988327	5.916	4.874	4.874	3.747
106934.6	1.985625	5.5498	4.5078	4.5078	3.3808
106513.9	1.983635	5.916	2.6768	2.6768	3.0146
106043.3	1.982627	6.2822	1.5782	1.5782	1.916
105677.7	1.981622	6.6484	0.4794	0.4794	1.1836
105364.8	1.979639	7.0146	-0.986	-0.986	0.4512
105078.2	1.978198	7.0146	-1.352	-1.352	0.4512
104739.6	1.977195	7.0146	-1.352	-1.352	0.085
104895.7	1.976391	6.6484	-1.352	-1.352	0.085
105364.3	1.97645	6.2822	-0.986	-0.986	-0.648
105533.5	1.975818	5.916	-0.986	-0.986	-0.282
105097.4	1.974563	5.1836	-1.352	-1.352	-0.282
104619	1.973189	5.1836	-0.986	-0.986	-1.014
104184.6	1.971609	4.8174	-0.986	-0.986	-1.38
103902.2	1.97004	4.4512	-0.986	-0.986	-1.746
103565.8	1.968285	4.4512	-1.352	-1.352	-2.112
103267.4	1.966559	3.7188	-0.986	-0.986	-2.478
103053.2	1.964859	3.3526	-0.986	-0.986	-2.478
102750.7	1.963181	2.6202	-0.62	-0.62	-2.478
102534.5	1.961378	1.8876	-0.62	-0.62	-2.112
102231	1.959509	1.1552	-0.62	-0.62	-2.112
101949.2	1.957583	1.5214	0.1132	0.1132	-1.746
101678.1	1.955556	1.8876	0.1132	0.1132	-2.112
101607.6	1.953682	1.1552	0.1132	0.1132	-2.112
101767.6	1.951751	0.789	-0.254	-0.254	-2.478
102433.4	1.949914	-0.31	-0.986	-0.986	-3.212
103547.4	1.94689	-1.042	-0.986	-0.986	-3.578
105341	1.945687	-2.14	-1.352	-1.352	-4.31
107539.6	1.945339	-2.506	-0.986	-0.986	-4.31
109940.7	1.945761	-1.042	-0.986	-0.986	-3.944
112377.8	1.946189	-1.408	-0.62	-0.62	-3.944
115093.5	1.948191	-0.31	0.4794	0.4794	-3.212
117753	1.95107	0.4228	2.6768	2.6768	-1.38
120319.5	1.954543	1.8876	5.2402	5.2402	1.1836
122774.3	1.957816	4.085	8.17	8.17	4.1132
125108.2	1.962378	6.6484	12.1982	12.1982	8.5078
127316.5	1.967464	9.5782	15.8604	15.8604	13.2686
129397	1.972873	11.4092	19.8886	19.8886	18.3956
131088.2	1.97833	15.4376	23.917	23.917	23.8886
132845	1.984024	18.3672	27.5792	27.5792	29.0156
134439.3	1.989737	19.832	31.2412	31.2412	33.044
135887.4	1.99532	20.1982	34.9034	34.9034	36.706
137197.3	2.000932	19.4658	38.5654	38.5654	40.3682
138372.9	2.006326	19.4658	41.8614	41.8614	44.0302
139416.2	2.011768	20.9306	45.5234	45.5234	46.96
140393.6	2.016862	23.4942	48.4532	48.4532	49.8896
141272.8	2.021985	26.79	50.6504	50.6504	52.4532
142233.1	2.026743	28.9874	52.8476	52.8476	53.918
143038.6	2.031417	31.5508	54.6788	54.6788	55.0166
143636.7	2.035966	33.3818	56.5098	56.5098	55.3828
144131	2.040208	34.8466	57.6084	57.6084	55.3828
144508.3	2.044074	35.9454	56.876	56.876	55.749
144762.1	2.047799	37.4102	55.4112	55.4112	55.749
144823.9	2.0512	39.6074	53.58	53.58	55.0166
144724.6	2.052204	42.1708	52.8476	52.8476	55.0166
144349.5	2.051931	42.9034	52.1152	52.1152	54.6504
143901.6	2.054772	42.1708	52.1152	52.1152	53.5518
143091.8	2.057672	41.0722	51.749	51.749	53.918
141971	2.058567	39.9736	51.3828	51.3828	52.8194
140694.7	2.058687	38.1426	50.2842	50.2842	50.9882
139080.2	2.060412	36.3116	48.8194	48.8194	49.1572
137231.4	2.062111	34.4804	46.9882	46.9882	48.0586
134940.3	2.062366	31.917	44.0586	44.0586	47.6924
132427.9	2.062009	28.9874	41.4952	41.4952	47.3262
130000.1	2.061833	26.0576	38.5654	38.5654	46.2276
128135.3	2.061137	23.4942	35.2696	35.2696	44.3964
127268	2.05909	20.5644	31.2412	31.2412	41.833
127615.4	2.056708	18.001	27.5792	27.5792	37.0722
127984.4	2.055104	14.705	24.2832	24.2832	32.3116
127973.6	2.054248	11.043	21.3536	21.3536	28.2832
127512.6	2.055094	8.1132	18.79	18.79	24.621
127151.9	2.055806	5.5498	16.5928	16.5928	21.3252
126711.2	2.054586	2.6202	15.128	15.128	19.4942
126165.4	2.053047	0.789	14.0292	14.0292	17.663
125697.3	2.051465	-0.31	12.9306	12.9306	15.832
125267.9	2.050091	-1.042	11.832	11.832	14.3672
124858	2.048757	-1.774	10.3672	10.3672	11.8038
124457.8	2.047458	-1.774	8.9024	8.9024	9.6064
124127.5	2.046239	-1.774	7.4376	7.4376	6.6768
123702	2.041959	-2.14	5.6064	5.6064	3.747
123359	2.03938	-2.874	3.7754	3.7754	0.8174
123122.5	2.038578	-3.972	3.043	3.043	-2.844
122808.9	2.037807	-5.802	2.3106	2.3106	-6.14
122522	2.034566	-7.268	1.212	1.212	-9.436
122183.3	2.032775	-8.732	-0.254	-0.254	-12.366
121883.7	2.032193	-10.198	-1.352	-1.352	-14.93
121668.9	2.031766	-11.296	-2.45	-2.45	-17.126
121366.2	2.030158	-11.662	-3.182	-3.182	-18.592
121149.7	2.029298	-12.028	-3.916	-3.916	-20.422
120911.3	2.028818	-12.76	-4.282	-4.282	-21.522
120662	2.028288	-13.126	-4.648	-4.648	-22.254
120407.1	2.027714	-13.86	-5.38	-5.38	-22.62
120279.7	2.027245	-13.86	-6.478	-6.478	-23.352
120085.8	2.026677	-13.494	-7.578	-7.578	-24.084
119793.6	2.026165	-12.76	-9.408	-9.408	-24.452
119517.3	2.025558	-12.028	-10.506	-10.506	-24.452
119183.9	2.024913	-11.662	-10.874	-10.874	-24.452
118887	2.024431	-11.296	-10.874	-10.874	-24.452
118673.5	2.023752	-10.564	-11.24	-11.24	-24.084
118501.6	2.023239	-10.198	-10.506	-10.506	-22.986
118350.6	2.02263	-9.832	-9.774	-9.774	-21.156
118210	2.02218	-9.464	-9.042	-9.042	-18.958
118074.6	2.021628	-8.732	-8.31	-8.31	-16.028
117876.8	2.021132	-6.902	-7.578	-7.578	-13.464
117647.7	2.020048	-5.802	-6.478	-6.478	-10.902
117402.9	2.019562	-4.704	-5.38	-5.38	-7.972
117020.2	2.018831	-3.606	-4.282	-4.282	-5.774
116568.5	2.017684	-2.14	-3.182	-3.182	-3.212
116342.7	2.014055	-1.774	-2.816	-2.816	-1.38
115969.4	2.012797	-1.408	-1.718	-1.718	0.4512
115522.4	2.012155	-0.676	-0.62	-0.62	1.916
115168.7	2.011234	-0.31	-0.254	-0.254	3.0146
114666.4	2.009083	0.789	0.4794	0.4794	4.4794
114220	2.008077	1.5214	0.8458	0.8458	4.8458
113801.6	2.00727	2.254	2.3106	2.3106	5.212
113332	2.006397	2.6202	2.3106	2.3106	5.5782
112967	2.005562	3.7188	2.6768	2.6768	6.3106
112394	2.004419	4.085	2.6768	2.6768	6.6768
111912.2	2.00339	4.085	2.3106	2.3106	6.3106
111411	2.002121	4.085	3.4092	3.4092	5.9444
110900	2.000881	4.8174	3.4092	3.4092	5.9444
110384.2	1.999618	5.1836	3.4092	3.4092	5.212
109865.9	1.998432	4.8174	3.4092	3.4092	4.1132
109216.3	1.997022	4.085	3.4092	3.4092	3.0146
108696.2	1.995851	3.3526	2.6768	2.6768	2.2822
108240.9	1.994405	3.3526	2.3106	2.3106	1.916
107817.9	1.993006	3.3526	1.212	1.212	2.2822
107476.3	1.991551	3.3526	0.8458	0.8458	2.2822
107110.2	1.989751	4.085	1.212	1.212	2.6484
106666.8	1.987642	3.7188	1.212	1.212	1.916
106315	1.986282	2.9864	0.8458	0.8458	1.916
106008.9	1.984912	1.8876	0.8458	0.8458	1.5498
105725.6	1.982356	0.789	1.212	1.212	0.8174
105844.3	1.979418	-0.31	1.5782	1.5782	0.4512
106359.3	1.978195	-0.676	2.3106	2.3106	0.085
106616.8	1.977242	-0.31	2.3106	2.3106	-0.282
106159.8	1.975159	0.0566	2.3106	2.3106	-0.282
105540.7	1.973039	1.1552	2.3106	2.3106	-1.014
105231.2	1.971915	1.8876	1.9444	1.9444	-1.014
104816.1	1.970708	2.254	1.212	1.212	-1.38
104478.4	1.969278	2.6202	0.4794	0.4794	-1.38
104244.4	1.968041	3.3526	0.4794	0.4794	-1.014
103932.2	1.966437	2.9864	0.1132	0.1132	-1.014
103645.9	1.964944	3.7188	-0.62	-0.62	-0.282
103372.5	1.96321	3.3526	-0.986	-0.986	0.4512
103040.6	1.961501	2.6202	-2.084	-2.084	1.1836
102744.5	1.95967	1.8876	-2.45	-2.45	1.1836
102531.3	1.957776	1.1552	-2.45	-2.45	1.1836
102359.7	1.955925	0.4228	-3.182	-3.182	0.4512
102469.1	1.954113	-0.31	-3.548	-3.548	0.085
102784.2	1.952236	-0.676	-3.548	-3.548	-0.648
103592.6	1.950645	-1.042	-2.816	-2.816	-1.38
105038.2	1.949508	-0.676	-2.816	-2.816	-1.746
106932.6	1.950737	-0.676	-2.45	-2.45	-2.478
109051.3	1.951745	-1.042	-2.084	-2.084	-2.478
111477.6	1.952065	-1.042	-1.352	-1.352	-2.112
114057.5	1.953185	0.0566	-0.254	-0.254	-1.38
116584.2	1.957427	0.789	1.212	1.212	-0.282
119084.2	1.961195	1.8876	3.043	3.043	1.1836
121505.8	1.9639	4.085	4.874	4.874	3.0146
123823	1.967609	5.916	7.4376	7.4376	4.8458
125958	1.968841	7.747	10.7334	10.7334	7.7754
127936.7	1.972153	7.747	13.663	13.663	11.0712
129707.1	1.977339	7.747	16.5928	16.5928	15.4658
131503.6	1.982741	9.212	20.621	20.621	20.5928
133247.9	1.985839	11.4092	25.3818	25.3818	25.7198
134575.7	1.990489	14.3388	29.7764	29.7764	30.4804
135825.4	1.996241	19.0996	33.8046	33.8046	34.875
136905.9	2.001957	24.2266	37.1006	37.1006	38.5372
137966.8	2.006023	28.9874	41.129	41.129	41.1006
138952.9	2.01081	33.3818	43.3262	43.3262	42.9316
140031.8	2.016049	35.9454	45.1572	45.1572	44.0302
140766.4	2.021008	37.4102	45.8896	45.8896	45.129
141459.2	2.024884	37.044	46.9882	46.9882	45.8614
142065.9	2.029352	36.6778	47.7208	47.7208	46.5938
142564.5	2.033765	36.3116	47.3544	47.3544	47.3262
142944	2.037835	35.9454	47.3544	47.3544	46.96
143133.8	2.041057	34.8466	45.8896	45.8896	46.2276
143163.5	2.044349	33.0156	45.1572	45.1572	44.0302
143048.4	2.047801	30.4522	44.791	44.791	41.833
142665.3	2.050859	28.2548	43.6924	43.6924	40.3682
142083.1	2.05366	26.79	41.8614	41.8614	39.6358
141271.3	2.055985	25.6914	40.7626	40.7626	38.9034
140214.7	2.058078	24.2266	40.0302	40.0302	37.8046
138840.1	2.059716	25.3252	39.2978	39.2978	37.8046
137176.6	2.061044	26.0576	38.5654	38.5654	37.0722
135173.3	2.061945	27.5224	37.4668	37.4668	37.4384
132804.7	2.062413	28.2548	37.1006	37.1006	36.706
130383.7	2.062197	27.8886	36.7344	36.7344	36.3398
127871.5	2.060828	26.79	35.6358	35.6358	34.5088
126224.9	2.056117	25.6914	34.1708	34.1708	31.2128
125792.1	2.053739	23.4942	30.875	30.875	28.2832
126291.6	2.051942	20.9306	27.9454	27.9454	24.2548
126671.6	2.049883	18.001	24.2832	24.2832	20.5928
126471.1	2.047247	15.0712	20.9874	20.9874	17.2968
125980.3	2.046344	11.7754	17.6914	17.6914	14.3672
125539.6	2.045972	9.212	14.3956	14.3956	11.4376
124993.8	2.044755	7.3808	11.832	11.832	8.874
124330.4	2.042877	6.6484	9.2686	9.2686	6.3106
123803.4	2.041578	5.5498	6.705	6.705	4.4794
123344.7	2.040556	4.4512	4.5078	4.5078	1.916
123050.2	2.03944	3.3526	3.043	3.043	-0.648
122772.8	2.038534	2.254	1.9444	1.9444	-2.478
122308.7	2.037473	1.1552	1.212	1.212	-4.676
121946.4	2.036518	-0.31	-0.254	-0.254	-6.874
121635.1	2.035464	-1.774	-1.352	-1.352	-9.07
121284.2	2.034367	-3.24	-2.816	-2.816	-10.902
120913.5	2.033282	-4.338	-3.916	-3.916	-12.366
120663.1	2.032208	-5.436	-5.746	-5.746	-14.198
120407.7	2.031241	-5.802	-7.212	-7.212	-15.296
120084.7	2.030175	-7.634	-9.408	-9.408	-16.76
119727.9	2.029216	-8	-10.874	-10.874	-17.86
119484.5	2.028205	-8.366	-11.972	-11.972	-18.958
119297.7	2.027394	-8.732	-13.802	-13.802	-19.69
119139.2	2.024557	-9.098	-15.268	-15.268	-20.422
118929.7	2.021661	-8.732	-16.366	-16.366	-21.522
118759.9	2.021014	-8.732	-17.464	-17.464	-21.888
118414.7	2.02053	-8.732	-17.832	-17.832	-22.62
118437.3	2.018478	-9.098	-18.93	-18.93	-22.62
118058.1	2.016631	-9.098	-18.93	-18.93	-22.986
117738.3	2.016291	-8.732	-18.93	-18.93	-22.986
117513.4	2.016083	-8.732	-18.93	-18.93	-22.62
117270.7	2.015259	-8.732	-18.93	-18.93	-22.254
117084.3	2.014469	-9.098	-18.93	-18.93	-21.888
116926	2.014198	-8.366	-17.832	-17.832	-21.156
116716.7	2.013955	-7.634	-16.732	-16.732	-20.056
116612	2.013001	-6.902	-14.902	-14.902	-18.592
116429.5	2.012142	-6.17	-13.802	-13.802	-16.394
116143	2.01186	-5.436	-12.338	-12.338	-14.198
115934.6	2.011507	-4.338	-10.874	-10.874	-11.634
115765.4	2.011092	-3.606	-9.774	-9.774	-9.436
115420.4	2.010571	-2.14	-8.31	-8.31	-6.874
115052.6	2.010005	-1.408	-6.844	-6.844	-4.676
114673.5	2.00925	-1.408	-5.38	-5.38	-2.844
114288.6	2.008522	-0.676	-3.182	-3.182	-1.38
113966	2.00767	0.0566	-2.45	-2.45	0.085
113544.4	2.006806	0.0566	-1.352	-1.352	1.5498
113138.3	2.005783	-0.31	-0.986	-0.986	3.3808
112609.8	2.004814	-0.31	0.1132	0.1132	4.4794
112150.3	2.00595	0.0566	0.4794	0.4794	5.5782
111725.3	2.005649	0.4228	0.8458	0.8458	6.3106
111252.4	2.004056	1.5214	0.1132	0.1132	7.043
110755.7	2.002574	1.8876	0.1132	0.1132	7.043
110312	1.998643	1.5214	0.1132	0.1132	6.6768
109764.8	1.996331	1.5214	0.1132	0.1132	5.9444
109295.9	1.995229	1.8876	0.4794	0.4794	5.9444
108801	1.993992	2.254	0.4794	0.4794	5.5782
108228.2	1.991802	2.9864	1.212	1.212	5.212
107681.4	1.990173	3.7188	1.9444	1.9444	5.212
107147.7	1.989001	3.7188	2.3106	2.3106	5.212
106750.7	1.987604	2.6202	1.9444	1.9444	5.212
106291.8	1.985464	1.5214	1.9444	1.9444	5.5782
105932.2	1.983832	0.4228	2.6768	2.6768	5.5782
105426.9	1.982658	-0.31	3.043	3.043	5.212
105174.3	1.981307	-1.042	3.4092	3.4092	5.9444
104787.6	1.982197	-1.042	3.4092	3.4092	6.3106
104464.1	1.981382	-0.676	3.7754	3.7754	6.6768
104302.4	1.979865	0.4228	4.1416	4.1416	7.043
104546.9	1.978254	1.1552	4.874	4.874	6.6768
105059.8	1.976707	1.5214	4.874	4.874	6.6768
105251.1	1.975069	1.5214	4.874	4.874	6.3106
104695.8	1.973546	1.1552	4.1416	4.1416	5.9444
104092.8	1.971931	-0.31	3.7754	3.7754	5.9444
103726.2	1.970673	-1.042	3.7754	3.7754	5.5782
103347.6	1.971206	-1.408	3.7754	3.7754	4.8458
103028.1	1.969629	-1.408	3.043	3.043	4.1132
102738.2	1.967474	-0.676	3.4092	3.4092	3.747
102463.1	1.964996	-0.31	3.4092	3.4092	3.747
102130.3	1.961542	-0.31	3.4092	3.4092	3.747
101898.8	1.959314	0.0566	3.043	3.043	3.3808
101587.8	1.957456	0.0566	3.043	3.043	3.0146
101302.1	1.955344	0.4228	3.4092	3.4092	1.916
101094.2	1.952707	0.789	2.6768	2.6768	1.1836
101120.4	1.950629	0.789	3.4092	3.4092	0.8174
101458.9	1.948856	0.789	3.4092	3.4092	0.4512
102214	1.946917	0.4228	4.1416	4.1416	0.8174
103567.8	1.94483	-1.042	3.4092	3.4092	0.8174
105416.3	1.943784	-2.14	3.043	3.043	1.5498
107642.3	1.943724	-2.874	2.6768	2.6768	1.5498
110122.2	1.944356	-2.874	2.6768	2.6768	2.2822
112794.1	1.945708	-1.408	3.4092	3.4092	3.3808
115496.8	1.948003	0.789	4.1416	4.1416	5.212
118084.9	1.951048	2.9864	4.5078	4.5078	7.043
120680.7	1.955356	4.8174	4.874	4.874	10.3388
123020	1.96134	7.3808	5.6064	5.6064	12.5362
125296.1	1.965991	9.9444	7.8038	7.8038	15.0996
127410.5	1.970617	13.2402	9.6348	9.6348	19.128
129378.9	1.97576	16.17	12.5644	12.5644	23.8886
131144.2	1.980977	18.3672	16.2266	16.2266	29.0156
132807.9	1.986358	20.1982	20.2548	20.2548	34.5088
134355.7	1.991837	22.3956	24.6494	24.6494	38.5372
135845.5	1.997406	24.2266	29.7764	29.7764	41.833
137111.2	2.002711	26.0576	34.5372	34.5372	45.129
138264.8	2.008123	28.2548	38.9316	38.9316	48.4248
139297	2.01319	30.8184	42.96	42.96	51.7208
140268.9	2.018288	34.1142	45.1572	45.1572	53.918
141210.4	2.020085	37.7764	46.9882	46.9882	55.3828
142006.6	2.022143	39.9736	48.4532	48.4532	56.4814
142795.2	2.02713	40.3398	49.918	49.918	56.4814
143319.8	2.032059	41.0722	49.918	49.918	55.749
143842.3	2.034193	41.0722	49.1856	49.1856	54.6504
144233.8	2.036653	39.9736	47.3544	47.3544	54.2842
144299.4	2.040923	38.1426	46.622	46.622	53.918
144462.4	2.044914	36.6778	45.8896	45.8896	53.1856
144283.5	2.047232	34.1142	45.8896	45.8896	53.1856
143933.6	2.049417	31.917	45.1572	45.1572	52.8194
143238	2.052705	30.086	44.0586	44.0586	52.4532
142369.6	2.055469	29.3536	43.6924	43.6924	51.3544
141219.4	2.058103	28.2548	44.0586	44.0586	50.2558
139863.2	2.060229	26.79	43.6924	43.6924	49.5234
138078.7	2.061799	24.959	43.3262	43.3262	49.1572
136014.8	2.062869	23.8604	42.5938	42.5938	48.4248
133681.1	2.063588	23.8604	41.4952	41.4952	47.3262
131212.5	2.063402	23.4942	40.3964	40.3964	45.129
128806.6	2.062842	22.7618	38.1992	38.1992	42.5654
127213.1	2.061506	21.663	34.9034	34.9034	38.5372
126937.1	2.059471	19.832	31.6074	31.6074	33.4102
127384.8	2.057394	18.3672	27.9454	27.9454	28.2832
127738.9	2.055672	16.17	23.917	23.917	21.6914
127525.4	2.054514	14.3388	20.2548	20.2548	17.2968
127028.1	2.053864	12.5078	16.2266	16.2266	13.2686
126519.1	2.053034	11.4092	13.2968	13.2968	9.9726
126069.4	2.051552	11.043	10.3672	10.3672	7.7754
