pf.txt	Playa fina				
Muestreo=	4				
Prof. Via1	0.13				
Prof. Via2	0.293				
Prof. Via3	0.455				
Prof. Via4	0.78				
PRES	DIAM	VIA1	VIA2	VIA3	VIA4
141442	2.027588	38.875	41.4952	41.4952	60.1436
141796.9	2.031835	39.9736	41.129	41.129	60.1436
142364.9	2.035853	39.2412	41.129	41.129	59.4112
142714	2.039567	38.1426	41.8614	41.8614	57.58
142758.4	2.043154	36.3116	43.3262	43.3262	55.3828
142715.6	2.04653	34.4804	44.0586	44.0586	53.1856
142498.9	2.049421	32.6494	44.0586	44.0586	50.622
142000	2.052268	31.1846	44.4248	44.4248	47.6924
141294.9	2.054733	29.7198	44.4248	44.4248	45.4952
140291.5	2.05602	28.621	44.0586	44.0586	43.2978
139008.7	2.053799	27.8886	43.3262	43.3262	42.5654
137456.2	2.054885	27.5224	41.8614	41.8614	42.5654
135573.3	2.056598	28.2548	40.3964	40.3964	42.9316
133265.1	2.056768	28.621	38.9316	38.9316	43.664
130809.2	2.054178	28.2548	36.7344	36.7344	42.1992
128409.7	2.05361	26.4238	34.1708	34.1708	40.3682
126494	2.053246	22.7618	31.9736	31.9736	38.1708
125536.1	2.051547	19.4658	29.044	29.044	35.2412
125968.4	2.048744	16.9024	25.3818	25.3818	31.9454
126510	2.047006	13.6064	21.7198	21.7198	28.6494
126390.2	2.046274	10.3106	17.3252	17.3252	23.5224
125939.9	2.04586	7.3808	13.663	13.663	18.3956
125519.4	2.044752	5.1836	10.7334	10.7334	14.001
124983.7	2.043951	4.085	7.4376	7.4376	10.705
124520.6	2.043231	2.9864	5.2402	5.2402	7.7754
123833.5	2.042043	1.8876	3.043	3.043	5.212
123359.7	2.04073	1.1552	1.5782	1.5782	2.6484
123057.7	2.039793	0.0566	-0.62	-0.62	1.5498
122646.4	2.038655	-1.042	-1.718	-1.718	-0.648
122375.6	2.037582	-1.774	-4.648	-4.648	-2.478
121979.9	2.036617	-2.506	-6.112	-6.112	-5.042
121586.8	2.03565	-3.24	-8.31	-8.31	-7.606
121325.1	2.034486	-3.24	-9.774	-9.774	-10.17
120999	2.033487	-3.606	-10.14	-10.14	-12.732
120640.7	2.032295	-5.07	-11.24	-11.24	-15.662
120331.4	2.031368	-5.07	-11.606	-11.606	-18.592
120046.6	2.030289	-6.17	-13.07	-13.07	-20.79
119839	2.029367	-7.268	-13.802	-13.802	-22.986
119605.1	2.026137	-7.634	-15.634	-15.634	-24.818
119292.9	2.023182	-8.366	-16.732	-16.732	-26.648
119071.7	2.022481	-8.366	-17.832	-17.832	-27.748
119026.2	2.022046	-9.832	-19.296	-19.296	-28.114
118808.2	2.020185	-10.198	-20.76	-20.76	-28.48
118503.9	2.018461	-9.832	-21.494	-21.494	-28.114
118286.7	2.018085	-10.198	-22.226	-22.226	-28.114
118047.9	2.017747	-9.832	-22.592	-22.592	-27.748
117863.4	2.017638	-9.832	-22.592	-22.592	-28.846
117641	2.017345	-9.464	-23.324	-23.324	-29.944
117399.6	2.016983	-9.832	-22.958	-22.958	-30.676
117148.7	2.016412	-10.198	-22.592	-22.592	-31.042
116893.1	2.016045	-9.464	-22.592	-22.592	-30.31
116765.3	2.015519	-8.732	-22.592	-22.592	-29.212
116701.4	2.015143	-8.366	-22.226	-22.226	-27.748
116539.3	2.014609	-7.268	-21.126	-21.126	-25.55
116328	2.014178	-6.17	-19.296	-19.296	-24.084
116092.2	2.013544	-5.07	-17.832	-17.832	-22.254
115844.2	2.012975	-3.972	-15.634	-15.634	-20.79
115524.9	2.012217	-2.874	-13.436	-13.436	-18.958
115104.9	2.011437	-1.774	-10.874	-10.874	-16.76
114764.7	2.010588	-1.408	-9.042	-9.042	-14.198
114334.2	2.009676	-1.774	-7.578	-7.578	-12
113988.9	2.00871	-1.042	-6.478	-6.478	-9.07
113620.9	2.007643	-0.676	-5.014	-5.014	-7.24
113306.7	2.006537	0.0566	-3.548	-3.548	-4.676
112759.1	2.005394	0.4228	-2.45	-2.45	-2.844
112290.1	2.004219	0.4228	-1.718	-1.718	-1.014
111860.3	2.002965	0.4228	-1.352	-1.352	0.085
111385	1.999632	0.789	0.1132	0.1132	0.8174
110952.1	1.99771	-0.31	0.8458	0.8458	1.916
110475.3	1.996764	-0.31	1.5782	1.5782	2.6484
109911.5	1.99557	0.4228	2.6768	2.6768	3.0146
109434.3	1.993858	0.789	2.6768	2.6768	3.0146
108935.4	1.992465	1.1552	4.1416	4.1416	2.6484
108360.5	1.991407	1.5214	3.7754	3.7754	2.6484
107877.7	1.990111	2.254	4.1416	4.1416	2.6484
107310.9	1.988162	2.9864	3.4092	3.4092	1.916
106897.4	1.986652	3.7188	3.7754	3.7754	1.5498
106430.2	1.985441	4.085	4.1416	4.1416	1.5498
105936.3	1.984105	4.8174	4.5078	4.5078	1.916
105559.2	1.982855	4.4512	4.1416	4.1416	1.916
105110.2	1.981484	3.7188	4.5078	4.5078	1.5498
104755.6	1.980152	2.6202	4.874	4.874	1.1836
104448.1	1.978807	2.254	4.5078	4.5078	0.4512
104099.1	1.977449	1.8876	4.874	4.874	0.085
103729.3	1.976129	1.8876	4.5078	4.5078	-0.648
103935	1.974696	2.6202	4.5078	4.5078	-1.38
104493.4	1.973407	3.3526	4.1416	4.1416	-1.746
104772.6	1.971854	3.7188	3.4092	3.4092	-1.746
104261.4	1.970408	4.085	2.6768	2.6768	-1.38
103810.5	1.968861	4.085	2.3106	2.3106	-2.112
103389.7	1.96742	4.085	1.5782	1.5782	-2.478
103244.5	1.965389	4.085	1.212	1.212	-2.844
102846.4	1.962532	4.4512	1.212	1.212	-2.478
102517.2	1.960695	4.085	0.8458	0.8458	-2.478
102157.3	1.959189	4.085	1.5782	1.5782	-2.478
101912.3	1.95754	3.3526	1.212	1.212	-2.844
101724.7	1.956006	2.254	0.8458	0.8458	-3.212
101435.6	1.954235	1.1552	0.1132	0.1132	-3.212
101095.9	1.952346	1.1552	0.1132	0.1132	-3.578
100860.9	1.950499	0.789	0.4794	0.4794	-4.31
100743.4	1.94869	0.789	0.1132	0.1132	-4.676
100879.9	1.946866	-0.31	-0.254	-0.254	-4.31
101403.8	1.945078	-0.676	-0.986	-0.986	-3.944
102316.6	1.943664	-1.042	-1.352	-1.352	-3.944
103879.5	1.94249	-1.042	-2.084	-2.084	-3.944
105832.5	1.941971	-0.676	-2.45	-2.45	-4.31
108175.9	1.941995	-0.676	-2.816	-2.816	-4.31
110714.4	1.942996	0.4228	-2.084	-2.084	-4.31
113090.2	1.944729	1.8876	-0.62	-0.62	-3.212
115710	1.947367	4.085	1.212	1.212	-2.112
118256.5	1.950476	7.0146	3.043	3.043	0.4512
120636.3	1.954155	9.9444	5.6064	5.6064	3.3808
122867.6	1.958349	12.874	8.9024	8.9024	6.3106
124894.5	1.963053	15.0712	12.9306	12.9306	11.0712
126754.1	1.968022	16.5362	17.3252	17.3252	15.4658
128530	1.973229	15.4376	21.3536	21.3536	19.8604
130264.1	1.980365	15.0712	25.3818	25.3818	23.5224
131782.1	1.987276	15.8038	29.7764	29.7764	26.8184
133257	1.992419	17.6348	34.1708	34.1708	30.8466
134515.2	1.997635	20.9306	37.4668	37.4668	34.875
135665	1.99993	23.8604	39.2978	39.2978	39.6358
136500.1	2.00273	27.8886	40.7626	40.7626	42.9316
137568.7	2.008042	30.4522	41.129	41.129	46.5938
138428.5	2.013116	32.6494	41.129	41.129	49.5234
139248.8	2.015969	33.748	42.2276	42.2276	51.7208
139919.3	2.019222	34.8466	43.3262	43.3262	52.8194
140515	2.024012	34.8466	44.791	44.791	54.2842
141073.1	2.028469	35.9454	46.622	46.622	54.6504
141417.3	2.031648	36.6778	47.7208	47.7208	54.6504
141654.4	2.034852	37.4102	48.087	48.087	54.2842
141512.6	2.038715	37.7764	48.8194	48.8194	53.918
141311.6	2.042044	38.5088	49.5518	49.5518	54.2842
141015.8	2.045286	39.6074	49.5518	49.5518	54.2842
140412.4	2.048008	40.3398	49.1856	49.1856	53.918
139459.7	2.050458	39.9736	48.8194	48.8194	53.1856
138332.5	2.052515	38.875	48.4532	48.4532	52.087
136792.6	2.054171	37.044	48.087	48.087	49.8896
135111.4	2.055417	35.2128	46.9882	46.9882	47.3262
132838.8	2.056243	33.0156	45.5234	45.5234	44.0302
130400.8	2.056498	30.4522	42.96	42.96	40.002
127945.1	2.056188	26.79	40.0302	40.0302	36.3398
125806.1	2.055224	23.8604	36.7344	36.7344	31.9454
124606.4	2.053425	20.9306	32.3398	32.3398	27.917
124527.2	2.051316	17.6348	27.5792	27.5792	23.5224
125138.5	2.048928	13.9726	22.8184	22.8184	19.128
125183.8	2.043987	10.6768	18.4238	18.4238	14.3672
124815.9	2.042038	7.0146	14.3956	14.3956	9.9726
124306.5	2.041803	4.4512	10.7334	10.7334	6.3106
123856.6	2.041003	2.254	7.4376	7.4376	3.3808
123371.3	2.037442	0.789	5.6064	5.6064	2.2822
122738.1	2.035511	-0.676	3.7754	3.7754	0.8174
122096	2.034704	-2.14	1.9444	1.9444	-0.282
121840.1	2.033683	-2.874	0.8458	0.8458	-1.014
121582	2.031687	-3.24	-0.62	-0.62	-2.478
121192.5	2.030479	-3.972	-1.352	-1.352	-4.31
120802.6	2.029832	-4.338	-2.816	-2.816	-6.506
120412.3	2.029103	-3.972	-4.282	-4.282	-8.704
120087	2.029181	-4.338	-5.38	-5.38	-12
119794.2	2.028517	-4.704	-5.746	-5.746	-14.564
119452.5	2.027429	-5.436	-6.478	-6.478	-17.494
119151.5	2.0265	-5.802	-7.578	-7.578	-19.324
118935.9	2.025369	-6.536	-8.676	-8.676	-21.888
118697.9	2.024547	-7.634	-10.14	-10.14	-23.718
118448.8	2.023514	-8.366	-10.874	-10.874	-25.184
118194	2.022682	-8.732	-11.24	-11.24	-25.916
118001.5	2.021786	-8.732	-12.338	-12.338	-27.014
117775.1	2.020979	-9.098	-13.802	-13.802	-27.38
117596.8	2.020107	-9.464	-13.802	-13.802	-28.114
117377.5	2.01937	-9.832	-14.536	-14.536	-28.48
117202.8	2.018512	-10.198	-14.902	-14.902	-28.846
116985.2	2.017788	-10.198	-16.366	-16.366	-28.846
116681.2	2.01699	-9.832	-16.366	-16.366	-29.212
116464.1	2.016271	-9.464	-16.366	-16.366	-29.578
116290.4	2.014547	-9.098	-16	-16	-29.212
115943.3	2.011182	-8.732	-15.268	-15.268	-29.212
115769.7	2.01031	-8.366	-14.536	-14.536	-28.48
115617.8	2.010161	-8.366	-13.436	-13.436	-27.014
115476.8	2.009244	-7.634	-11.972	-11.972	-25.184
115276.1	2.007487	-6.536	-10.874	-10.874	-21.888
115175.7	2.007131	-5.802	-10.14	-10.14	-19.69
114995.4	2.006811	-4.704	-8.31	-8.31	-18.226
114905.2	2.006326	-3.24	-6.844	-6.844	-16.028
114534.7	2.005156	-2.506	-5.746	-5.746	-14.564
114154.2	2.00469	-2.14	-4.648	-4.648	-12.366
113833.7	2.004418	-1.408	-3.916	-3.916	-10.17
113478.2	2.003732	-0.676	-2.45	-2.45	-7.606
113105.2	2.00282	-0.31	-0.986	-0.986	-5.042
112788.6	2.002098	0.4228	0.4794	0.4794	-2.478
112435	2.001154	0.789	1.212	1.212	0.085
111932.7	2.000256	1.5214	2.6768	2.6768	2.2822
111486.3	1.999447	2.254	4.5078	4.5078	3.747
111002.8	1.998475	2.9864	4.874	4.874	5.212
110565.8	1.997305	3.7188	5.6064	5.6064	6.6768
110086.9	1.996253	4.4512	6.3388	6.3388	8.1416
109587.1	1.995061	4.8174	6.3388	6.3388	8.874
109141.9	1.993841	4.8174	6.3388	6.3388	9.6064
108659	1.992596	4.085	6.705	6.705	9.9726
108157.2	1.991182	2.9864	6.3388	6.3388	10.3388
107580.8	1.989909	3.7188	6.705	6.705	10.3388
106967.2	1.988421	4.085	6.3388	6.3388	10.3388
106465.2	1.987081	3.7188	6.705	6.705	9.9726
106084	1.985582	3.7188	5.9726	5.9726	9.6064
105633	1.982861	3.7188	5.2402	5.2402	9.2402
105277.3	1.980461	3.7188	5.2402	5.2402	8.874
104839.2	1.979281	2.9864	5.2402	5.2402	8.5078
104424.8	1.978022	2.9864	5.2402	5.2402	7.7754
104087.5	1.976106	4.085	5.6064	5.6064	7.043
103658.4	1.974333	4.085	5.2402	5.2402	5.9444
103313.7	1.973128	4.085	5.6064	5.6064	5.212
103011.2	1.971849	4.8174	4.874	4.874	3.747
103120.3	1.971823	4.8174	4.874	4.874	3.3808
103500.3	1.971164	4.4512	4.1416	4.1416	3.0146
103820.5	1.969591	3.7188	3.7754	3.7754	3.0146
103459.8	1.968126	4.085	3.4092	3.4092	3.0146
103019.2	1.966563	3.7188	3.4092	3.4092	3.0146
102668.7	1.965058	3.3526	2.6768	2.6768	3.3808
102298.2	1.96336	2.6202	1.5782	1.5782	3.3808
101982.7	1.961735	2.254	0.8458	0.8458	3.0146
101759.9	1.959929	1.5214	0.4794	0.4794	2.6484
101583.4	1.958353	1.1552	0.4794	0.4794	2.6484
101169.7	1.956542	0.4228	0.4794	0.4794	2.6484
100897.8	1.954815	0.4228	0.8458	0.8458	2.2822
100631.7	1.952868	0.4228	1.5782	1.5782	2.6484
100368.4	1.951018	0.4228	1.9444	1.9444	2.6484
100106.6	1.94901	0.4228	2.3106	2.3106	2.2822
99975.72	1.947105	0.0566	1.5782	1.5782	2.2822
100040.5	1.945146	0.0566	2.3106	2.3106	1.1836
100593.5	1.942452	-0.31	2.3106	2.3106	0.4512
101716.2	1.940615	-1.042	2.3106	2.3106	0.085
103253.8	1.939549	-1.774	1.5782	1.5782	-0.648
105259.3	1.938982	-2.14	1.5782	1.5782	-1.014
107563.9	1.939256	-2.14	1.5782	1.5782	-1.38
110083	1.940286	-0.676	1.9444	1.9444	-0.648
112644.3	1.942192	0.4228	3.043	3.043	0.8174
115421.9	1.944839	2.254	4.874	4.874	3.0146
117917.3	1.948151	4.085	7.0712	7.0712	5.5782
120401.6	1.952063	6.6484	10.001	10.001	8.5078
122685.2	1.956319	9.5782	12.5644	12.5644	12.17
124803.3	1.96108	11.4092	16.2266	16.2266	16.5644
126903.7	1.965266	13.9726	20.9874	20.9874	21.6914
128735	1.970553	17.2686	26.1142	26.1142	26.4522
130366.6	1.976045	20.9306	30.1426	30.1426	31.2128
131963.5	1.981772	23.128	33.8046	33.8046	36.3398
133412.8	1.987466	26.4238	37.1006	37.1006	41.833
134723.2	1.993128	30.8184	40.7626	40.7626	46.96
135899.2	1.998617	35.2128	44.0586	44.0586	50.622
137072.9	2.004095	38.5088	45.8896	45.8896	52.087
138180.5	2.00927	40.3398	46.9882	46.9882	53.1856
138994.6	2.01432	41.8046	47.7208	47.7208	53.918
139792.2	2.019208	44.002	46.622	46.622	55.3828
140581.6	2.023852	45.4668	45.5234	45.5234	56.1152
141236.5	2.028276	45.1006	44.4248	44.4248	56.8476
141759.4	2.032552	42.9034	43.3262	43.3262	57.2138
142085.8	2.036547	39.9736	43.6924	43.6924	57.58
142314.1	2.040192	38.1426	44.0586	44.0586	57.2138
142428.4	2.042051	37.4102	44.0586	44.0586	56.1152
142355.2	2.041765	37.044	44.0586	44.0586	55.3828
141993.3	2.044839	35.5792	44.0586	44.0586	53.5518
141291.6	2.047948	34.4804	44.4248	44.4248	52.087
140485.1	2.04962	33.3818	44.4248	44.4248	49.1572
139496.1	2.049753	31.917	44.0586	44.0586	46.2276
138285.6	2.051881	30.4522	42.96	42.96	43.2978
136638.9	2.053797	28.621	42.5938	42.5938	40.3682
134644.1	2.054639	26.0576	42.2276	42.2276	38.5372
132344.8	2.054613	24.2266	40.7626	40.7626	36.706
129958.5	2.054932	23.128	39.2978	39.2978	33.7764
127463.6	2.054681	23.4942	37.1006	37.1006	30.1142
125630.4	2.053181	23.4942	34.1708	34.1708	26.086
124909	2.050901	23.128	31.2412	31.2412	22.79
125394.5	2.048897	22.0292	27.9454	27.9454	19.4942
125832.5	2.047241	20.5644	23.1846	23.1846	16.1982
125595.9	2.046143	18.3672	19.8886	19.8886	13.2686
125217.2	2.045644	16.5362	16.959	16.959	9.9726
124832.6	2.044901	14.705	14.3956	14.3956	7.043
124445.1	2.043939	13.2402	11.4658	11.4658	4.1132
123860.8	2.042582	11.7754	9.6348	9.6348	1.5498
123243.2	2.041313	10.3106	7.8038	7.8038	-0.648
122804.2	2.039974	8.4794	6.3388	6.3388	-2.478
122519.6	2.038966	7.0146	4.5078	4.5078	-4.31
122182.1	2.037764	5.5498	2.6768	2.6768	-5.774
121753	2.033988	4.4512	1.212	1.212	-7.972
121408.2	2.031227	3.7188	0.4794	0.4794	-10.17
121040.6	2.030652	2.9864	-0.986	-0.986	-12.366
120856.8	2.029841	1.8876	-2.45	-2.45	-13.464
120504.5	2.026858	0.789	-3.916	-3.916	-14.564
120198.2	2.024956	0.0566	-5.38	-5.38	-15.662
119849.8	2.02447	-1.408	-6.112	-6.112	-16.76
119610.5	2.024032	-2.506	-6.478	-6.478	-17.86
119295.6	2.022609	-3.972	-7.944	-7.944	-18.226
119073	2.021622	-5.436	-8.31	-8.31	-18.958
118896.7	2.021126	-6.902	-9.774	-9.774	-20.056
118678.3	2.020631	-7.634	-11.606	-11.606	-21.156
118504	2.019989	-8.366	-13.07	-13.07	-22.254
118286.7	2.019461	-8.732	-14.17	-14.17	-23.352
118047.9	2.018887	-8.366	-14.902	-14.902	-23.718
117798.3	2.018468	-8.732	-14.902	-14.902	-23.718
117608.4	2.017945	-8.732	-15.268	-15.268	-23.718
117318.2	2.017425	-8.366	-16	-16	-23.718
117043	2.01681	-8.366	-16.732	-16.732	-23.718
116775.1	2.016305	-8	-17.098	-17.098	-23.352
116641.2	2.015655	-8.366	-17.098	-17.098	-22.62
116509.2	2.015119	-7.634	-16.732	-16.732	-21.156
116378.1	2.014587	-7.634	-16	-16	-18.958
116182.3	2.01406	-6.902	-14.536	-14.536	-16.394
115954.3	2.013438	-6.17	-12.704	-12.704	-14.198
115905.4	2.012144	-5.802	-11.24	-11.24	-11.634
115685.6	2.011322	-5.436	-9.774	-9.774	-9.802
115380.5	2.01073	-4.704	-8.31	-8.31	-7.606
115032.7	2.009951	-3.24	-6.478	-6.478	-5.408
114663.5	2.006361	-2.14	-4.648	-4.648	-3.578
114283.7	2.005138	-1.408	-2.45	-2.45	-1.38
113898.5	2.004674	-0.31	-1.718	-1.718	0.4512
113575.7	2.003962	1.1552	0.1132	0.1132	2.6484
113154	2.001754	1.8876	1.212	1.212	4.4794
112682.7	2.000796	2.6202	2.3106	2.3106	5.9444
112317	2.000178	3.7188	2.3106	2.3106	7.043
111938.8	1.999475	4.085	3.043	3.043	8.1416
111424.3	1.998598	4.8174	4.1416	4.1416	8.874
110971.8	1.99771	5.916	4.5078	4.5078	9.6064
110550.2	1.996617	5.916	4.1416	4.1416	10.3388
110014	1.995536	6.2822	4.874	4.874	11.4376
109485.6	1.994317	6.2822	5.9726	5.9726	11.8038
108961	1.993123	6.6484	6.705	6.705	12.17
108438.4	1.991803	6.2822	7.8038	7.8038	12.5362
107786.5	1.990468	5.916	7.8038	7.8038	13.2686
107200.2	1.98912	5.916	7.8038	7.8038	13.2686
106776.9	1.987661	6.2822	7.8038	7.8038	12.9024
106239.8	1.986349	6.2822	7.4376	7.4376	12.5362
105841.1	1.984923	6.6484	7.0712	7.0712	12.17
105381.4	1.983492	5.916	7.4376	7.4376	11.8038
105021.4	1.98196	5.916	7.4376	7.4376	11.4376
104711.2	1.980532	5.5498	7.8038	7.8038	10.705
104360.8	1.979001	5.5498	7.8038	7.8038	10.705
103990.4	1.977575	5.5498	7.8038	7.8038	9.9726
103675	1.976096	5.1836	7.8038	7.8038	9.2402
103452.2	1.974617	4.8174	8.17	8.17	8.874
103601.1	1.972992	4.8174	8.5362	8.5362	8.5078
104131.2	1.970942	4.8174	8.5362	8.5362	8.1416
104331.2	1.968412	5.1836	8.17	8.17	8.1416
103780.3	1.967016	5.1836	7.4376	7.4376	8.5078
103244.5	1.965661	5.1836	7.4376	7.4376	8.5078
102911.5	1.964345	4.8174	7.0712	7.0712	8.5078
102614.8	1.962866	4.4512	5.9726	5.9726	8.5078
102336.3	1.96129	4.4512	4.5078	4.5078	8.874
102001.8	1.959773	4.8174	4.874	4.874	8.874
101769.5	1.958065	4.8174	4.874	4.874	8.874
101458	1.956382	5.1836	4.874	4.874	8.5078
101172.1	1.954621	4.4512	4.5078	4.5078	8.874
100899	1.952841	3.3526	4.874	4.874	8.1416
100632.3	1.950945	1.8876	4.5078	4.5078	7.043
100368.7	1.949336	0.789	4.5078	4.5078	5.9444
100367.1	1.947398	-0.31	4.5078	4.5078	5.212
100431.4	1.945606	-1.774	3.7754	3.7754	4.8458
100984.3	1.943992	-2.874	3.4092	3.4092	4.4794
102041.7	1.941903	-3.24	3.043	3.043	4.8458
103677	1.940317	-3.972	2.3106	2.3106	4.1132
105731.3	1.939967	-3.606	1.5782	1.5782	4.1132
107995.1	1.940142	-3.606	1.5782	1.5782	4.1132
110363.6	1.94123	-2.14	1.9444	1.9444	4.8458
112914.8	1.943091	-0.676	3.4092	3.4092	5.9444
115557.2	1.945746	0.789	4.5078	4.5078	7.7754
117789.6	1.948968	4.8174	6.3388	6.3388	9.9726
120207.6	1.95079	8.1132	8.17	8.17	11.8038
122458	1.954144	12.1416	10.3672	10.3672	14.3672
124624.6	1.959122	16.5362	13.2968	13.2968	16.5644
126489	1.964386	21.2968	16.5928	16.5928	19.8604
128267.3	1.967802	26.0576	20.2548	20.2548	23.1562
129937.5	1.97259	28.621	23.1846	23.1846	27.1846
131488.6	1.978466	32.2832	26.1142	26.1142	31.9454
132849.9	1.98449	35.9454	29.044	29.044	37.0722
134051.3	1.98903	37.7764	32.3398	32.3398	41.833
135237.8	1.994291	38.875	36.002	36.002	45.8614
136286.6	1.999908	40.3398	38.9316	38.9316	49.5234
137201.6	2.005404	40.3398	40.3964	40.3964	50.9882
138114.7	2.009861	40.3398	41.129	41.129	52.087
138896.6	2.014607	40.3398	42.2276	42.2276	52.087
139548	2.019417	41.4384	43.3262	43.3262	52.087
140199.1	2.02404	41.4384	44.0586	44.0586	51.7208
140589.8	2.028347	41.0722	43.6924	43.6924	51.3544
140915.2	2.032469	40.3398	42.96	42.96	50.622
141012.9	2.036276	39.6074	42.2276	42.2276	49.5234
140996.6	2.039752	39.2412	41.129	41.129	48.0586
140858.4	2.042929	39.6074	40.0302	40.0302	46.5938
140333.6	2.045838	40.3398	39.2978	39.2978	45.4952
139745.7	2.048406	41.8046	39.2978	39.2978	44.7626
138800.9	2.050571	43.2696	38.9316	38.9316	44.0302
137547.5	2.052519	44.002	37.833	37.833	42.9316
136074.6	2.054077	43.2696	36.3682	36.3682	41.4668
134231.8	2.055234	42.5372	34.5372	34.5372	40.002
132138.7	2.055785	41.4384	33.4384	33.4384	37.8046
129725.3	2.055596	38.875	31.6074	31.6074	35.6074
127281.9	2.051457	35.2128	29.7764	29.7764	32.3116
125149	2.049888	31.1846	26.4804	26.4804	28.6494
123952.4	2.048623	27.5224	23.917	23.917	24.9874
124070	2.046504	23.8604	20.9874	20.9874	20.5928
124649.6	2.042883	20.1982	17.6914	17.6914	15.832
124744.1	2.041339	15.8038	14.7618	14.7618	11.0712
124335.7	2.040781	12.5078	11.4658	11.4658	6.6768
123871.2	2.040378	9.5782	8.9024	8.9024	3.3808
123443.7	2.039721	6.6484	6.705	6.705	0.8174
122904.4	2.03859	5.1836	5.2402	5.2402	-1.38
122309.4	2.037279	4.4512	3.4092	3.4092	-3.212
121816.6	2.037324	4.085	2.3106	2.3106	-4.676
121375	2.037805	3.7188	0.8458	0.8458	-5.774
121023.9	2.036376	3.7188	0.4794	0.4794	-6.506
120718.3	2.034993	2.9864	-0.62	-0.62	-7.972
120370.2	2.033649	2.254	-2.084	-2.084	-9.07
120000.9	2.03244	1.5214	-2.084	-2.084	-10.902
119686	2.031058	0.789	-3.182	-3.182	-12.366
119463.5	2.029815	0.0566	-4.282	-4.282	-13.832
119157	2.028401	-1.042	-6.112	-6.112	-15.296
118808.5	2.027227	-1.774	-7.944	-7.944	-16.76
118569.1	2.026073	-2.874	-8.31	-8.31	-17.86
118254.2	2.025034	-3.606	-9.042	-9.042	-18.592
117966.6	2.023903	-3.972	-10.506	-10.506	-19.324
117757.6	2.021366	-5.07	-11.972	-11.972	-20.056
117392.8	2.018104	-5.07	-12.338	-12.338	-21.156
117275.5	2.017274	-5.436	-13.436	-13.436	-21.888
117086.7	2.016723	-6.17	-14.17	-14.17	-22.986
116927.2	2.014855	-6.902	-14.902	-14.902	-22.986
116652.2	2.012685	-7.268	-15.268	-15.268	-22.986
116449.6	2.012152	-7.634	-14.902	-14.902	-22.986
116218.1	2.011917	-8.366	-14.536	-14.536	-22.986
115972.2	2.01102	-8.732	-14.17	-14.17	-22.62
115719	2.010066	-8.732	-14.536	-14.536	-22.62
115527.4	2.009599	-9.098	-13.436	-13.436	-21.888
115366.5	2.009374	-9.098	-12.704	-12.704	-20.79
115220.9	2.00834	-9.098	-12.704	-12.704	-19.324
115018	2.007359	-9.098	-12.704	-12.704	-17.126
114851.4	2.006967	-8.366	-12.338	-12.338	-14.93
114768.2	2.006663	-8	-10.874	-10.874	-13.464
114466.1	2.006193	-6.902	-9.408	-9.408	-12.366
114250.1	2.005771	-5.07	-8.31	-8.31	-10.902
114076.9	2.005194	-4.338	-6.844	-6.844	-9.07
113730	2.004627	-3.24	-5.38	-5.38	-7.606
113361.3	2.00392	-2.874	-3.916	-3.916	-6.14
113111.8	2.003137	-1.774	-3.182	-3.182	-4.31
112791.9	2.002285	-1.042	-2.45	-2.45	-1.746
112241.3	2.001371	-0.31	-1.718	-1.718	0.085
111966.1	2.000402	0.789	-0.62	-0.62	1.916
111503	2.00144	2.254	0.1132	0.1132	3.0146
111076.2	2.001395	2.9864	0.8458	0.8458	3.747
110667.5	1.999983	3.3526	0.8458	0.8458	4.4794
110137.8	1.998565	4.085	1.5782	1.5782	4.8458
109612.5	1.99479	5.1836	2.6768	2.6768	5.5782
109154.7	1.99252	4.8174	3.043	3.043	6.3106
108600.3	1.991309	4.4512	3.7754	3.7754	7.043
108192.9	1.990171	4.8174	4.1416	4.1416	6.6768
107728.9	1.988068	5.5498	4.5078	4.5078	6.6768
107171.4	1.986519	6.2822	4.1416	4.1416	6.6768
106762.5	1.985321	7.0146	3.043	3.043	7.043
106167.5	1.984095	7.0146	1.5782	1.5782	7.4092
105674.8	1.982699	5.916	1.5782	1.5782	7.4092
105168.1	1.981343	5.5498	0.8458	0.8458	7.7754
104719.4	1.979879	4.8174	0.4794	0.4794	7.7754
104364.9	1.978512	4.4512	-0.62	-0.62	8.1416
104122.6	1.979192	3.7188	-0.986	-0.986	8.1416
103676	1.978383	3.3526	-1.352	-1.352	8.1416
103387.6	1.976725	2.9864	-1.718	-1.718	8.1416
103048.2	1.975085	2.9864	-2.45	-2.45	7.4092
102748.2	1.973512	2.254	-3.182	-3.182	7.043
102663.4	1.9719	1.5214	-3.182	-3.182	6.3106
103141.7	1.970351	0.789	-3.182	-3.182	5.5782
103445.9	1.968614	0.4228	-3.182	-3.182	4.8458
103402.7	1.967296	0.4228	-3.182	-3.182	4.1132
102665.2	1.96802	0.0566	-2.816	-2.816	3.0146
102231.3	1.966761	0.4228	-2.816	-2.816	3.0146
101884.2	1.9646	0.4228	-2.45	-2.45	2.6484
101580.5	1.962458	0.789	-2.084	-2.084	3.0146
101363.5	1.958719	0.789	-2.45	-2.45	3.3808
101124.9	1.956578	0.0566	-0.986	-0.986	3.747
100810.3	1.954798	-0.31	-0.986	-0.986	3.747
100522.8	1.952902	-1.408	-0.62	-0.62	4.1132
100248.9	1.950216	-2.14	-0.62	-0.62	4.4794
99981.78	1.94819	-2.874	-0.254	-0.254	4.8458
